,event_id,goal_timings,scoring_team,goal_order,goalcount_home_before,goalcount_away_before,goalcount_home_after,goalcount_away_after
314071,28150948,81.0,away,1,0,0,0,1
344626,28150948,92.0,away,2,0,1,0,2
8524,28150950,5.0,home,1,0,0,1,0
314074,28150950,9.0,away,1,1,0,1,1
344629,28150950,11.0,away,2,1,1,1,2
314073,28150951,18.0,away,1,0,0,0,1
8523,28150951,68.0,home,1,0,1,1,1
39078,28150951,100.0,home,2,1,1,2,1
8520,28150955,25.0,home,1,0,0,1,0
39075,28150955,62.0,home,2,1,0,2,0
8525,28150963,74.0,home,1,0,0,1,0
314078,28150970,5.0,away,1,0,0,0,1
8528,28150970,40.0,home,1,0,1,1,1
344633,28150970,42.0,away,2,1,1,1,2
39083,28150970,68.0,home,2,1,2,2,2
307249,28152305,3.0,away,1,0,0,0,1
1699,28152305,22.0,home,1,0,1,1,1
32254,28152305,79.0,home,2,1,1,2,1
62809,28152305,83.0,home,3,2,1,3,1
1700,28152307,44.0,home,1,0,0,1,0
307250,28152307,71.0,away,1,1,0,1,1
337805,28152307,76.0,away,2,1,1,1,2
368360,28152307,81.0,away,3,1,2,1,3
32255,28152307,105.0,home,2,1,3,2,3
1701,28152308,66.0,home,1,0,0,1,0
307252,28152311,38.0,away,1,0,0,0,1
337807,28152311,41.0,away,2,0,1,0,2
368362,28152311,78.0,away,3,0,2,0,3
306187,28153515,104.0,away,1,0,0,0,1
306190,28153516,104.0,away,1,0,0,0,1
639,28153517,8.0,home,1,0,0,1,0
31194,28153517,36.0,home,2,1,0,2,0
61749,28153517,66.0,home,3,2,0,3,0
306188,28153518,74.0,away,1,0,0,0,1
336743,28153518,100.0,away,2,0,1,0,2
642,28153520,14.0,home,1,0,0,1,0
31197,28153520,20.0,home,2,1,0,2,0
644,28153522,46.0,home,1,0,0,1,0
31199,28153522,94.0,home,2,1,0,2,0
645,28153523,25.0,home,1,0,0,1,0
306195,28153523,46.0,away,1,1,0,1,1
336750,28153523,97.0,away,2,1,1,1,2
648,28153530,35.0,home,1,0,0,1,0
306198,28153530,63.0,away,1,1,0,1,1
336753,28153530,94.0,away,2,1,1,1,2
367308,28153530,107.0,away,3,1,2,1,3
306196,28153532,33.0,away,1,0,0,0,1
336751,28153532,82.0,away,2,0,1,0,2
646,28153532,93.0,home,1,0,2,1,2
643,28154668,65.0,home,1,0,0,1,0
31198,28154668,98.0,home,2,1,0,2,0
29595,28155223,4.0,home,1,0,0,1,0
335145,28155223,15.0,away,1,1,0,1,1
60150,28155223,21.0,home,2,1,1,2,1
90705,28155223,32.0,home,3,2,1,3,1
121260,28155223,41.0,home,4,3,1,4,1
365700,28155223,64.0,away,2,4,1,4,2
151815,28155223,68.0,home,5,4,2,5,2
335147,28155224,4.0,away,1,0,0,0,1
29597,28155224,11.0,home,1,0,1,1,1
60152,28155224,19.0,home,2,1,1,2,1
365702,28155224,48.0,away,2,2,1,2,2
90707,28155224,99.0,home,3,2,2,3,2
26732,28155226,27.0,home,1,0,0,1,0
332282,28155226,81.0,away,1,1,0,1,1
57287,28155226,83.0,home,2,1,1,2,1
87842,28155226,107.0,home,3,2,1,3,1
26735,28155227,61.0,home,1,0,0,1,0
57290,28155227,69.0,home,2,1,0,2,0
332281,28155228,38.0,away,1,0,0,0,1
26731,28155228,69.0,home,1,0,1,1,1
362836,28155228,89.0,away,2,1,1,1,2
332284,28155230,16.0,away,1,0,0,0,1
26734,28155230,86.0,home,1,0,1,1,1
17876,28155232,25.0,home,1,0,0,1,0
323427,28155233,29.0,away,1,0,0,0,1
17877,28155233,33.0,home,1,0,1,1,1
353982,28155233,73.0,away,2,1,1,1,2
384537,28155233,108.0,away,3,1,2,1,3
17878,28156559,24.0,home,1,0,0,1,0
323428,28156559,98.0,away,1,1,0,1,1
323435,28156565,2.0,away,1,0,0,0,1
17885,28156565,35.0,home,1,0,1,1,1
48440,28156565,91.0,home,2,1,1,2,1
17883,28156570,62.0,home,1,0,0,1,0
48438,28156570,80.0,home,2,1,0,2,0
323434,28156572,68.0,away,1,0,0,0,1
353989,28156572,75.0,away,2,0,1,0,2
17881,28156575,16.0,home,1,0,0,1,0
48436,28156575,35.0,home,2,1,0,2,0
78991,28156575,63.0,home,3,2,0,3,0
323431,28156575,89.0,away,1,3,0,3,1
109546,28156575,90.0,home,4,3,1,4,1
323430,28156577,14.0,away,1,0,0,0,1
17880,28156577,25.0,home,1,0,1,1,1
14322,28158669,32.0,home,1,0,0,1,0
319872,28158669,39.0,away,1,1,0,1,1
350427,28158669,91.0,away,2,1,1,1,2
380982,28158669,101.0,away,3,1,2,1,3
14327,28158671,12.0,home,1,0,0,1,0
44882,28158671,82.0,home,2,1,0,2,0
75437,28158671,94.0,home,3,2,0,3,0
105992,28158671,95.0,home,4,3,0,4,0
319873,28158672,68.0,away,1,0,0,0,1
14323,28158672,92.0,home,1,0,1,1,1
14325,28158673,17.0,home,1,0,0,1,0
44880,28158673,36.0,home,2,1,0,2,0
75435,28158673,70.0,home,3,2,0,3,0
105990,28158673,77.0,home,4,3,0,4,0
136545,28158673,94.0,home,5,4,0,5,0
167100,28158673,95.0,home,6,5,0,6,0
319876,28158674,21.0,away,1,0,0,0,1
350431,28158674,47.0,away,2,0,1,0,2
380986,28158674,62.0,away,3,0,2,0,3
14326,28158674,79.0,home,1,0,3,1,3
411541,28158674,86.0,away,4,1,3,1,4
44881,28158674,92.0,home,2,1,4,2,4
442096,28158674,100.0,away,5,2,4,2,5
14324,28158675,13.0,home,1,0,0,1,0
319874,28158675,25.0,away,1,1,0,1,1
44879,28158675,106.0,home,2,1,1,2,1
14329,28158678,10.0,home,1,0,0,1,0
319879,28158678,86.0,away,1,1,0,1,1
44884,28158678,88.0,home,2,1,1,2,1
14330,28158679,40.0,home,1,0,0,1,0
44885,28158679,80.0,home,2,1,0,2,0
319880,28158679,95.0,away,1,2,0,2,1
350435,28158679,98.0,away,2,2,1,2,2
380990,28158679,102.0,away,3,2,2,2,3
75440,28158679,104.0,home,3,2,3,3,3
330751,28158681,93.0,away,1,0,0,0,1
25201,28158681,102.0,home,1,0,1,1,1
55756,28158681,105.0,home,2,1,1,2,1
25202,28158683,18.0,home,1,0,0,1,0
330752,28158683,63.0,away,1,1,0,1,1
361307,28158683,69.0,away,2,1,1,1,2
391862,28158683,92.0,away,3,1,2,1,3
55757,28158683,104.0,home,2,1,3,2,3
330753,28158684,12.0,away,1,0,0,0,1
361308,28158684,44.0,away,2,0,1,0,2
25203,28158684,94.0,home,1,0,2,1,2
330754,28158685,29.0,away,1,0,0,0,1
25204,28158685,68.0,home,1,0,1,1,1
330755,28158686,26.0,away,1,0,0,0,1
361310,28158686,89.0,away,2,0,1,0,2
25207,28158689,31.0,home,1,0,0,1,0
55762,28158689,100.0,home,2,1,0,2,0
86317,28158689,103.0,home,3,2,0,3,0
25208,28158690,10.0,home,1,0,0,1,0
55763,28158690,29.0,home,2,1,0,2,0
86318,28158690,106.0,home,3,2,0,3,0
330759,28158693,44.0,away,1,0,0,0,1
25209,28158693,65.0,home,1,0,1,1,1
361314,28158693,79.0,away,2,1,1,1,2
391869,28158693,98.0,away,3,1,2,1,3
422424,28158693,106.0,away,4,1,3,1,4
25210,28158695,12.0,home,1,0,0,1,0
55765,28158695,36.0,home,2,1,0,2,0
86320,28158695,72.0,home,3,2,0,3,0
330760,28158695,95.0,away,1,3,0,3,1
16275,28158713,26.0,home,1,0,0,1,0
321825,28158713,42.0,away,1,1,0,1,1
352380,28158713,98.0,away,2,1,1,1,2
16276,28158714,12.0,home,1,0,0,1,0
46831,28158714,71.0,home,2,1,0,2,0
321827,28158716,64.0,away,1,0,0,0,1
352382,28158716,83.0,away,2,0,1,0,2
16277,28158716,85.0,home,1,0,2,1,2
46832,28158716,98.0,home,2,1,2,2,2
321829,28158717,25.0,away,1,0,0,0,1
352384,28158717,32.0,away,2,0,1,0,2
382939,28158717,78.0,away,3,0,2,0,3
413494,28158717,91.0,away,4,0,3,0,4
444049,28158717,98.0,away,5,0,4,0,5
16280,28158718,26.0,home,1,0,0,1,0
321830,28158718,63.0,away,1,1,0,1,1
352385,28158718,73.0,away,2,1,1,1,2
382940,28158718,103.0,away,3,1,2,1,3
16278,28158719,12.0,home,1,0,0,1,0
321828,28158719,41.0,away,1,1,0,1,1
321831,28158720,66.0,away,1,0,0,0,1
16281,28158720,72.0,home,1,0,1,1,1
352386,28158720,97.0,away,2,1,1,1,2
16282,28158721,66.0,home,1,0,0,1,0
321833,28158722,7.0,away,1,0,0,0,1
16283,28158722,75.0,home,1,0,1,1,1
16284,28158724,35.0,home,1,0,0,1,0
321834,28158724,65.0,away,1,1,0,1,1
352389,28158724,100.0,away,2,1,1,1,2
6496,28159988,85.0,home,1,0,0,1,0
312047,28159990,65.0,away,1,0,0,0,1
6497,28159990,108.0,home,1,0,1,1,1
6503,28159991,25.0,home,1,0,0,1,0
37058,28159991,102.0,home,2,1,0,2,0
6499,28159992,18.0,home,1,0,0,1,0
37054,28159992,26.0,home,2,1,0,2,0
6504,28159993,82.0,home,1,0,0,1,0
312048,28159994,111.0,away,1,0,0,0,1
312050,28159995,63.0,away,1,0,0,0,1
6500,28159995,87.0,home,1,0,1,1,1
6502,28159998,36.0,home,1,0,0,1,0
312052,28159998,65.0,away,1,1,0,1,1
37057,28159998,72.0,home,2,1,1,2,1
312055,28159999,22.0,away,1,0,0,0,1
6505,28159999,67.0,home,1,0,1,1,1
312056,28160000,81.0,away,1,0,0,0,1
6501,28160001,9.0,home,1,0,0,1,0
312051,28160001,12.0,away,1,1,0,1,1
37056,28160001,41.0,home,2,1,1,2,1
67611,28160001,97.0,home,3,2,1,3,1
6507,28160002,21.0,home,1,0,0,1,0
10122,28160015,74.0,home,1,0,0,1,0
315675,28160017,67.0,away,1,0,0,0,1
10125,28160017,96.0,home,1,0,1,1,1
10127,28160018,63.0,home,1,0,0,1,0
40682,28160018,69.0,home,2,1,0,2,0
315677,28160018,70.0,away,1,2,0,2,1
315676,28160019,45.0,away,1,0,0,0,1
315679,28160020,9.0,away,1,0,0,0,1
10129,28160020,16.0,home,1,0,1,1,1
40684,28160020,27.0,home,2,1,1,2,1
10128,28160021,29.0,home,1,0,0,1,0
315673,28160023,46.0,away,1,0,0,0,1
10123,28160023,63.0,home,1,0,1,1,1
315674,28160024,63.0,away,1,0,0,0,1
329574,28160028,17.0,away,1,0,0,0,1
360129,28160028,25.0,away,2,0,1,0,2
390684,28160028,34.0,away,3,0,2,0,3
421239,28160028,39.0,away,4,0,3,0,4
451794,28160028,66.0,away,5,0,4,0,5
482349,28160028,88.0,away,6,0,5,0,6
512904,28160028,98.0,away,7,0,6,0,7
329579,28160030,24.0,away,1,0,0,0,1
360134,28160030,27.0,away,2,0,1,0,2
390689,28160030,70.0,away,3,0,2,0,3
421244,28160030,76.0,away,4,0,3,0,4
451799,28160030,99.0,away,5,0,4,0,5
329578,28160032,3.0,away,1,0,0,0,1
24028,28160032,76.0,home,1,0,1,1,1
329576,28160033,19.0,away,1,0,0,0,1
24026,28160033,25.0,home,1,0,1,1,1
24027,28160034,104.0,home,1,0,0,1,0
329575,28160035,73.0,away,1,0,0,0,1
24025,28160035,79.0,home,1,0,1,1,1
54580,28160035,94.0,home,2,1,1,2,1
24030,28160043,22.0,home,1,0,0,1,0
20766,28160049,66.0,home,1,0,0,1,0
326316,28160049,81.0,away,1,1,0,1,1
51321,28160049,99.0,home,2,1,1,2,1
20768,28160050,1.0,home,1,0,0,1,0
51323,28160050,28.0,home,2,1,0,2,0
81878,28160050,77.0,home,3,2,0,3,0
112433,28160050,102.0,home,4,3,0,4,0
326318,28160050,104.0,away,1,4,0,4,1
20769,28160051,45.0,home,1,0,0,1,0
326319,28160051,68.0,away,1,1,0,1,1
356874,28160051,81.0,away,2,1,1,1,2
20767,28160052,1.0,home,1,0,0,1,0
51322,28160052,36.0,home,2,1,0,2,0
326317,28160052,106.0,away,1,2,0,2,1
326314,28160054,5.0,away,1,0,0,0,1
20764,28160054,9.0,home,1,0,1,1,1
51319,28160054,20.0,home,2,1,1,2,1
81874,28160054,26.0,home,3,2,1,3,1
112429,28160054,44.0,home,4,3,1,4,1
20762,28160055,26.0,home,1,0,0,1,0
326312,28160055,34.0,away,1,1,0,1,1
20765,28160057,10.0,home,1,0,0,1,0
51320,28160057,108.0,home,2,1,0,2,0
326313,28160058,21.0,away,1,0,0,0,1
356868,28160058,42.0,away,2,0,1,0,2
26736,28160206,26.0,home,1,0,0,1,0
57291,28160206,88.0,home,2,1,0,2,0
332287,28160207,102.0,away,1,0,0,0,1
26740,28160208,15.0,home,1,0,0,1,0
332289,28160209,5.0,away,1,0,0,0,1
362844,28160209,28.0,away,2,0,1,0,2
26739,28160209,45.0,home,1,0,2,1,2
393399,28160209,71.0,away,3,1,2,1,3
332291,28160212,14.0,away,1,0,0,0,1
362846,28160212,34.0,away,2,0,1,0,2
393401,28160212,41.0,away,3,0,2,0,3
8530,28160697,73.0,home,1,0,0,1,0
8531,28160698,13.0,home,1,0,0,1,0
39086,28160698,64.0,home,2,1,0,2,0
8529,28160699,84.0,home,1,0,0,1,0
39084,28160699,93.0,home,2,1,0,2,0
314082,28160700,22.0,away,1,0,0,0,1
8532,28160700,109.0,home,1,0,1,1,1
8533,28160707,73.0,home,1,0,0,1,0
39088,28160707,83.0,home,2,1,0,2,0
69643,28160707,98.0,home,3,2,0,3,0
314085,28160708,5.0,away,1,0,0,0,1
8535,28160708,13.0,home,1,0,1,1,1
39090,28160708,27.0,home,2,1,1,2,1
69645,28160708,33.0,home,3,2,1,3,1
344640,28160708,46.0,away,2,3,1,3,2
100200,28160708,85.0,home,4,3,2,4,2
314084,28160709,31.0,away,1,0,0,0,1
8534,28160709,45.0,home,1,0,1,1,1
39089,28160709,98.0,home,2,1,1,2,1
69644,28160709,100.0,home,3,2,1,3,1
8536,28160710,11.0,home,1,0,0,1,0
314086,28160710,103.0,away,1,1,0,1,1
344641,28160710,106.0,away,2,1,1,1,2
375196,28160710,109.0,away,3,1,2,1,3
8538,28160711,10.0,home,1,0,0,1,0
314088,28160711,26.0,away,1,1,0,1,1
39093,28160711,35.0,home,2,1,1,2,1
314087,28160712,7.0,away,1,0,0,0,1
8537,28160712,40.0,home,1,0,1,1,1
39092,28160712,74.0,home,2,1,1,2,1
344642,28160712,102.0,away,2,2,1,2,2
653,28163219,40.0,home,1,0,0,1,0
306205,28163220,26.0,away,1,0,0,0,1
655,28163220,76.0,home,1,0,1,1,1
336760,28163220,78.0,away,2,1,1,1,2
31210,28163220,97.0,home,2,1,2,2,2
649,28163221,40.0,home,1,0,0,1,0
306199,28163221,71.0,away,1,1,0,1,1
651,28163222,77.0,home,1,0,0,1,0
306200,28163223,5.0,away,1,0,0,0,1
650,28163223,12.0,home,1,0,1,1,1
31205,28163223,29.0,home,2,1,1,2,1
61760,28163223,72.0,home,3,2,1,3,1
652,28163224,91.0,home,1,0,0,1,0
31207,28163224,94.0,home,2,1,0,2,0
61762,28163224,108.0,home,3,2,0,3,0
306204,28163225,68.0,away,1,0,0,0,1
654,28163225,99.0,home,1,0,1,1,1
31209,28163225,106.0,home,2,1,1,2,1
661,28163227,30.0,home,1,0,0,1,0
306211,28163227,101.0,away,1,1,0,1,1
660,28163228,40.0,home,1,0,0,1,0
306210,28163228,68.0,away,1,1,0,1,1
31215,28163228,103.0,home,2,1,1,2,1
662,28163230,71.0,home,1,0,0,1,0
658,28163233,61.0,home,1,0,0,1,0
306208,28163233,74.0,away,1,1,0,1,1
31213,28163233,83.0,home,2,1,1,2,1
656,28163234,1.0,home,1,0,0,1,0
659,28163235,30.0,home,1,0,0,1,0
306209,28163235,80.0,away,1,1,0,1,1
336764,28163235,93.0,away,2,1,1,1,2
31214,28163235,108.0,home,2,1,2,2,2
306207,28163236,27.0,away,1,0,0,0,1
336762,28163236,71.0,away,2,0,1,0,2
657,28163236,103.0,home,1,0,2,1,2
17895,28164228,31.0,home,1,0,0,1,0
323441,28164229,18.0,away,1,0,0,0,1
17891,28164229,68.0,home,1,0,1,1,1
353996,28164229,89.0,away,2,1,1,1,2
48446,28164229,109.0,home,2,1,2,2,2
17889,28164230,103.0,home,1,0,0,1,0
17894,28164232,40.0,home,1,0,0,1,0
323444,28164232,44.0,away,1,1,0,1,1
353999,28164232,102.0,away,2,1,1,1,2
323447,28164233,69.0,away,1,0,0,0,1
354002,28164233,109.0,away,2,0,1,0,2
17896,28164234,12.0,home,1,0,0,1,0
323446,28164234,38.0,away,1,1,0,1,1
354001,28164234,96.0,away,2,1,1,1,2
384556,28164234,105.0,away,3,1,2,1,3
323440,28164235,75.0,away,1,0,0,0,1
353995,28164235,93.0,away,2,0,1,0,2
323443,28164237,87.0,away,1,0,0,0,1
323442,28164239,69.0,away,1,0,0,0,1
17892,28164239,93.0,home,1,0,1,1,1
353997,28164239,99.0,away,2,1,1,1,2
327611,28164241,17.0,away,1,0,0,0,1
358166,28164241,107.0,away,2,0,1,0,2
327612,28164242,91.0,away,1,0,0,0,1
22063,28164243,7.0,home,1,0,0,1,0
327613,28164243,64.0,away,1,1,0,1,1
328618,28164245,37.0,away,1,0,0,0,1
23069,28164247,19.0,home,1,0,0,1,0
53624,28164247,89.0,home,2,1,0,2,0
84179,28164247,104.0,home,3,2,0,3,0
26743,28164249,10.0,home,1,0,0,1,0
332293,28164249,80.0,away,1,1,0,1,1
57298,28164249,107.0,home,2,1,1,2,1
26745,28164251,38.0,home,1,0,0,1,0
332295,28164251,45.0,away,1,1,0,1,1
332296,28164253,10.0,away,1,0,0,0,1
362851,28164253,20.0,away,2,0,1,0,2
26746,28164253,41.0,home,1,0,2,1,2
393406,28164253,75.0,away,3,1,2,1,3
28322,28164255,73.0,home,1,0,0,1,0
333872,28164255,93.0,away,1,1,0,1,1
58877,28164255,109.0,home,2,1,1,2,1
28323,28164256,8.0,home,1,0,0,1,0
58878,28164256,37.0,home,2,1,0,2,0
333873,28164256,68.0,away,1,2,0,2,1
89433,28164256,94.0,home,3,2,1,3,1
333875,28164257,99.0,away,1,0,0,0,1
28324,28164259,29.0,home,1,0,0,1,0
333874,28164259,64.0,away,1,1,0,1,1
58879,28164259,107.0,home,2,1,1,2,1
13064,28164553,69.0,home,1,0,0,1,0
43619,28164553,82.0,home,2,1,0,2,0
13065,28164554,17.0,home,1,0,0,1,0
318615,28164554,106.0,away,1,1,0,1,1
317174,28164557,34.0,away,1,0,0,0,1
347729,28164557,109.0,away,2,0,1,0,2
324993,28164582,27.0,away,1,0,0,0,1
355548,28164582,97.0,away,2,0,1,0,2
324994,28164583,9.0,away,1,0,0,0,1
19444,28164583,17.0,home,1,0,1,1,1
49999,28164583,70.0,home,2,1,1,2,1
355549,28164583,91.0,away,2,2,1,2,2
386104,28164583,100.0,away,3,2,2,2,3
324992,28164584,1.0,away,1,0,0,0,1
355547,28164584,91.0,away,2,0,1,0,2
19445,28164585,74.0,home,1,0,0,1,0
50000,28164585,90.0,home,2,1,0,2,0
324997,28164586,76.0,away,1,0,0,0,1
355552,28164586,79.0,away,2,0,1,0,2
19447,28164586,96.0,home,1,0,2,1,2
386107,28164586,107.0,away,3,1,2,1,3
324998,28164587,4.0,away,1,0,0,0,1
19448,28164587,85.0,home,1,0,1,1,1
50003,28164587,91.0,home,2,1,1,2,1
80558,28164587,101.0,home,3,2,1,3,1
355553,28164587,102.0,away,2,3,1,3,2
386108,28164587,105.0,away,3,3,2,3,3
324999,28164588,94.0,away,1,0,0,0,1
19446,28164589,5.0,home,1,0,0,1,0
50001,28164589,37.0,home,2,1,0,2,0
80556,28164589,63.0,home,3,2,0,3,0
324996,28164589,109.0,away,1,3,0,3,1
318611,28164699,24.0,away,1,0,0,0,1
13061,28164699,80.0,home,1,0,1,1,1
43616,28164699,85.0,home,2,1,1,2,1
13063,28164700,28.0,home,1,0,0,1,0
318612,28164702,70.0,away,1,0,0,0,1
11617,28164704,5.0,home,1,0,0,1,0
317167,28164704,90.0,away,1,1,0,1,1
347722,28164704,93.0,away,2,1,1,1,2
42172,28164704,104.0,home,2,1,2,2,2
378277,28164704,108.0,away,3,2,2,2,3
11620,28164705,27.0,home,1,0,0,1,0
11618,28164706,20.0,home,1,0,0,1,0
317168,28164706,22.0,away,1,1,0,1,1
11619,28164707,17.0,home,1,0,0,1,0
317169,28164707,94.0,away,1,1,0,1,1
317166,28164709,90.0,away,1,0,0,0,1
11622,28164716,3.0,home,1,0,0,1,0
42177,28164716,29.0,home,2,1,0,2,0
317172,28164716,37.0,away,1,2,0,2,1
72732,28164716,109.0,home,3,2,1,3,1
11623,28164722,3.0,home,1,0,0,1,0
42178,28164722,38.0,home,2,1,0,2,0
72733,28164722,40.0,home,3,2,0,3,0
103288,28164722,41.0,home,4,3,0,4,0
317173,28164722,71.0,away,1,4,0,4,1
347728,28164722,83.0,away,2,4,1,4,2
11621,28164723,108.0,home,1,0,0,1,0
327610,28164728,25.0,away,1,0,0,0,1
358165,28164728,100.0,away,2,0,1,0,2
22060,28164728,106.0,home,1,0,2,1,2
22059,28164729,41.0,home,1,0,0,1,0
26742,28164731,62.0,home,1,0,0,1,0
17888,28164733,21.0,home,1,0,0,1,0
323438,28164733,106.0,away,1,1,0,1,1
17887,28164734,64.0,home,1,0,0,1,0
1703,28165481,23.0,home,1,0,0,1,0
307253,28165481,46.0,away,1,1,0,1,1
307254,28165483,40.0,away,1,0,0,0,1
337809,28165483,42.0,away,2,0,1,0,2
368364,28165483,65.0,away,3,0,2,0,3
1705,28165484,72.0,home,1,0,0,1,0
32260,28165484,78.0,home,2,1,0,2,0
62815,28165484,106.0,home,3,2,0,3,0
307256,28165486,9.0,away,1,0,0,0,1
337811,28165486,26.0,away,2,0,1,0,2
368366,28165486,104.0,away,3,0,2,0,3
307257,28165487,64.0,away,1,0,0,0,1
1707,28165487,77.0,home,1,0,1,1,1
32262,28165487,81.0,home,2,1,1,2,1
62817,28165487,85.0,home,3,2,1,3,1
93372,28165487,97.0,home,4,3,1,4,1
123927,28165487,106.0,home,5,4,1,5,1
11625,28166307,20.0,home,1,0,0,1,0
42180,28166307,41.0,home,2,1,0,2,0
23073,28166312,34.0,home,1,0,0,1,0
53628,28166312,73.0,home,2,1,0,2,0
328623,28166312,85.0,away,1,2,0,2,1
359178,28166312,86.0,away,2,2,1,2,2
84183,28166312,110.0,home,3,2,2,3,2
26752,28166315,32.0,home,1,0,0,1,0
332302,28166315,38.0,away,1,1,0,1,1
17898,28166317,15.0,home,1,0,0,1,0
323448,28166317,95.0,away,1,1,0,1,1
28330,28166319,25.0,home,1,0,0,1,0
58885,28166319,62.0,home,2,1,0,2,0
89440,28166319,70.0,home,3,2,0,3,0
119995,28166319,74.0,home,4,3,0,4,0
318618,28166349,94.0,away,1,0,0,0,1
318619,28166350,21.0,away,1,0,0,0,1
349174,28166350,82.0,away,2,0,1,0,2
318617,28166351,4.0,away,1,0,0,0,1
349172,28166351,22.0,away,2,0,1,0,2
379727,28166351,26.0,away,3,0,2,0,3
13067,28166351,29.0,home,1,0,3,1,3
43622,28166351,90.0,home,2,1,3,2,3
74177,28166351,109.0,home,3,2,3,3,3
335155,28166363,13.0,away,1,0,0,0,1
29605,28166363,14.0,home,1,0,1,1,1
60160,28166363,41.0,home,2,1,1,2,1
90715,28166363,71.0,home,3,2,1,3,1
121270,28166363,106.0,home,4,3,1,4,1
29603,28166364,18.0,home,1,0,0,1,0
60158,28166364,27.0,home,2,1,0,2,0
335153,28166364,86.0,away,1,2,0,2,1
335154,28166365,4.0,away,1,0,0,0,1
29604,28166365,16.0,home,1,0,1,1,1
60159,28166365,67.0,home,2,1,1,2,1
90714,28166365,77.0,home,3,2,1,3,1
121269,28166365,83.0,home,4,3,1,4,1
365709,28166365,102.0,away,2,4,1,4,2
29606,28166366,19.0,home,1,0,0,1,0
335156,28166366,26.0,away,1,1,0,1,1
365711,28166366,30.0,away,2,1,1,1,2
60161,28166366,81.0,home,2,1,2,2,2
90716,28166366,82.0,home,3,2,2,3,2
121271,28166366,102.0,home,4,3,2,4,2
22064,28166368,4.0,home,1,0,0,1,0
52619,28166368,15.0,home,2,1,0,2,0
22065,28166369,17.0,home,1,0,0,1,0
327615,28166369,83.0,away,1,1,0,1,1
358170,28166369,104.0,away,2,1,1,1,2
22066,28166370,9.0,home,1,0,0,1,0
327616,28166370,34.0,away,1,1,0,1,1
358171,28166370,36.0,away,2,1,1,1,2
22067,28166371,11.0,home,1,0,0,1,0
52622,28166371,15.0,home,2,1,0,2,0
83177,28166371,25.0,home,3,2,0,3,0
327617,28166371,38.0,away,1,3,0,3,1
358172,28166371,43.0,away,2,3,1,3,2
388727,28166371,98.0,away,3,3,2,3,3
328620,28166375,36.0,away,1,0,0,0,1
359175,28166375,40.0,away,2,0,1,0,2
23071,28166377,16.0,home,1,0,0,1,0
53626,28166377,63.0,home,2,1,0,2,0
328621,28166377,87.0,away,1,2,0,2,1
332297,28166379,87.0,away,1,0,0,0,1
26748,28166380,101.0,home,1,0,0,1,0
26749,28166382,96.0,home,1,0,0,1,0
26750,28166383,17.0,home,1,0,0,1,0
332301,28166384,31.0,away,1,0,0,0,1
26751,28166384,42.0,home,1,0,1,1,1
333877,28166386,45.0,away,1,0,0,0,1
364432,28166386,80.0,away,2,0,1,0,2
333876,28166387,23.0,away,1,0,0,0,1
28328,28166388,50.0,home,1,0,0,1,0
58883,28166388,76.0,home,2,1,0,2,0
89438,28166388,100.0,home,3,2,0,3,0
28329,28166389,9.0,home,1,0,0,1,0
58884,28166389,97.0,home,2,1,0,2,0
19450,28166393,42.0,home,1,0,0,1,0
50005,28166393,67.0,home,2,1,0,2,0
8539,28168886,33.0,home,1,0,0,1,0
39094,28168886,39.0,home,2,1,0,2,0
69649,28168886,44.0,home,3,2,0,3,0
100204,28168886,69.0,home,4,3,0,4,0
314095,28168887,17.0,away,1,0,0,0,1
344650,28168887,20.0,away,2,0,1,0,2
8545,28168887,42.0,home,1,0,2,1,2
375205,28168887,83.0,away,3,1,2,1,3
8548,28168889,17.0,home,1,0,0,1,0
39103,28168889,78.0,home,2,1,0,2,0
69658,28168889,83.0,home,3,2,0,3,0
8544,28168891,44.0,home,1,0,0,1,0
8540,28168897,31.0,home,1,0,0,1,0
39095,28168897,63.0,home,2,1,0,2,0
69650,28168897,79.0,home,3,2,0,3,0
314090,28168897,100.0,away,1,3,0,3,1
8541,28168899,44.0,home,1,0,0,1,0
314091,28168899,85.0,away,1,1,0,1,1
344646,28168899,87.0,away,2,1,1,1,2
314092,28168900,25.0,away,1,0,0,0,1
25212,28168902,28.0,home,1,0,0,1,0
25211,28168903,17.0,home,1,0,0,1,0
55766,28168903,37.0,home,2,1,0,2,0
330763,28168904,62.0,away,1,0,0,0,1
25214,28168906,25.0,home,1,0,0,1,0
55769,28168906,28.0,home,2,1,0,2,0
86324,28168906,33.0,home,3,2,0,3,0
330768,28168907,15.0,away,1,0,0,0,1
361323,28168907,18.0,away,2,0,1,0,2
391878,28168907,23.0,away,3,0,2,0,3
25218,28168907,32.0,home,1,0,3,1,3
55773,28168907,34.0,home,2,1,3,2,3
422433,28168907,63.0,away,4,2,3,2,4
330767,28168909,40.0,away,1,0,0,0,1
330765,28168910,103.0,away,1,0,0,0,1
25219,28168912,14.0,home,1,0,0,1,0
55774,28168912,24.0,home,2,1,0,2,0
330769,28168912,77.0,away,1,2,0,2,1
86329,28168912,81.0,home,3,2,1,3,1
330770,28168913,16.0,away,1,0,0,0,1
25220,28168913,38.0,home,1,0,1,1,1
55775,28168913,82.0,home,2,1,1,2,1
361325,28168913,95.0,away,2,2,1,2,2
86330,28168913,101.0,home,3,2,2,3,2
25221,28168944,17.0,home,1,0,0,1,0
330771,28168944,20.0,away,1,1,0,1,1
